file,path,set,channel,rms,crest,kurtosis,anomaly_score,health_score,alarm
2003.10.22.12.09.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.09.13,1st_test,ch2,0.13148990760047422,4.905319440598409,0.22938393759496378,0.6201098451506574,40.20935527085,0
2003.10.22.12.09.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.09.13,1st_test,ch3,0.12218175577929996,5.115329993488047,0.2916453610704708,0.6522803528469734,31.187942027222494,1
2003.10.22.12.09.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.09.13,1st_test,ch4,0.12956208695061994,4.3685619251513845,0.44571763702893197,0.5923129383927354,48.00430165854761,0
2003.10.22.12.09.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.09.13,1st_test,ch5,0.13204902043872996,4.362016454812695,0.6822767224503581,0.5473489843859143,60.613316536153825,0
2003.10.22.12.09.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.09.13,1st_test,ch6,0.1088995061577703,3.8567668010143215,1.2347026293571473,0.6188104448144988,40.573739554494296,0
2003.10.22.12.09.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.09.13,1st_test,ch7,0.1092078942208678,5.7413431919690785,1.8731890656093144,0.649681609948936,31.916694393161126,1
2003.10.22.12.14.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.14.13,1st_test,ch0,0.125246370877438,4.9741960236490455,0.9862855009853542,0.4442454015399856,89.5261343422036,0
2003.10.22.12.14.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.14.13,1st_test,ch1,0.11838443959029993,4.637433786866919,1.9689512596335463,0.6469580404675334,32.68045124839656,1
2003.10.22.12.14.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.14.13,1st_test,ch2,0.13190562607202594,4.647261972439518,0.2087008355040867,0.6357372657460307,35.82703651935007,1
2003.10.22.12.14.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.14.13,1st_test,ch3,0.12357231897790916,3.4959285669287476,0.1732959999072583,0.6906700155681014,20.42252250198332,1
2003.10.22.12.14.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.14.13,1st_test,ch4,0.1313388774598819,4.57594896209618,0.3897116645223351,0.6148633508708232,41.68060320468761,0
2003.10.22.12.14.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.14.13,1st_test,ch5,0.1333003605877062,4.651150208910456,0.7504216104566668,0.5392875927831493,62.87393193127797,0
2003.10.22.12.14.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.14.13,1st_test,ch6,0.11031920615239103,3.5895834805898628,0.9247083108946241,0.6069211507008103,43.90779434738443,0
2003.10.22.12.14.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.14.13,1st_test,ch7,0.11369593903361006,5.286028728053781,1.4296947982393435,0.5848774447241382,50.08939965227535,0
2003.10.22.12.19.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.19.13,1st_test,ch0,0.1251974606387471,4.776454705584897,1.03429350933831,0.44435952822037417,89.49413037274103,0
2003.10.22.12.19.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.19.13,1st_test,ch1,0.11900456965031322,4.495625685362883,1.7453695118333306,0.644878590208427,33.263580998292156,1
2003.10.22.12.19.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.19.13,1st_test,ch2,0.13161419968450877,4.543582694184343,0.18902378861468483,0.6283331737844037,37.90332869074491,1
2003.10.22.12.19.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.19.13,1st_test,ch3,0.12275035959723296,3.934815356801227,0.3198307557616795,0.6712573153778956,25.866328121828975,1
2003.10.22.12.19.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.19.13,1st_test,ch4,0.13108278894879277,4.211079154040784,0.2619616127876965,0.6380128453384076,35.18890720956773,1
2003.10.22.12.19.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.19.13,1st_test,ch5,0.1339691079129812,5.105654659126209,0.6672126478813896,0.5860519671623008,49.76003424783097,0
2003.10.22.12.19.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.19.13,1st_test,ch6,0.11103715286518405,3.5393558809421406,0.6526669574387838,0.6477853715111642,32.448446975901646,1
2003.10.22.12.19.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.19.13,1st_test,ch7,0.11441291870587374,4.588642663203546,1.3781844932842748,0.5830309303142823,50.60720837661605,0
2003.10.22.12.24.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.24.13,1st_test,ch0,0.12561814016563005,4.959474795388647,1.1101636615288282,0.43861684426658915,91.10452227465609,0
2003.10.22.12.24.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.24.13,1st_test,ch1,0.11968849195900948,4.486646888152149,1.1811601967645737,0.5378955220510006,63.26430330675088,0
2003.10.22.12.24.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.24.13,1st_test,ch2,0.13077881512817022,5.5437113364570365,0.2608572526419719,0.6284983649916601,37.8570049535213,1
2003.10.22.12.24.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.24.13,1st_test,ch3,0.12186588788051497,4.685478520085613,0.34082436726993137,0.6445460433025313,33.35683545014272,1
2003.10.22.12.24.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.24.13,1st_test,ch4,0.13130738905302275,4.013483199968134,0.3261916342371429,0.6553428375773569,30.32914487779943,1
2003.10.22.12.24.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.24.13,1st_test,ch5,0.1332806458808114,4.674347095770038,0.4753032783767366,0.6206963204756863,40.0448929529338,0
2003.10.22.12.24.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.24.13,1st_test,ch6,0.1101903056842882,3.4122784001878013,0.6355755111204417,0.6506279784798,31.651309038404452,1
2003.10.22.12.24.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.24.13,1st_test,ch7,0.1142575622326319,4.568625391574725,1.4976534752425499,0.6145029274975243,41.78167491371643,0
2003.10.22.12.29.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.29.13,1st_test,ch0,0.12598810610870922,4.476613050353135,1.094878105730884,0.4580640639511599,85.65103652708082,0
2003.10.22.12.29.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.29.13,1st_test,ch1,0.11928294573231384,5.893549959536782,1.9704103976144962,0.6642445496692726,27.83288264547651,1
2003.10.22.12.29.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.29.13,1st_test,ch2,0.13043177844423118,5.374457117399136,0.22708961308281062,0.6242623769446143,39.04488172028564,1
2003.10.22.12.29.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.29.13,1st_test,ch3,0.12171570960580129,3.50817492153979,0.14348397401731372,0.6906700155681014,20.42252250198332,1
2003.10.22.12.29.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.29.13,1st_test,ch4,0.13171370523405823,3.963141110246888,0.32404101524067297,0.6587289999655519,29.379580435040143,1
2003.10.22.12.29.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.29.13,1st_test,ch5,0.134084314950053,4.1690185776319995,0.5889135712327751,0.59299211536121,47.81384348623641,0
2003.10.22.12.29.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.29.13,1st_test,ch6,0.12004629722137414,3.3320477953521443,0.6872226925957263,0.6403444505163214,34.535066927359495,1
2003.10.22.12.29.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.29.13,1st_test,ch7,0.11372880640475394,3.7809242318597374,1.128042334242279,0.6076147644747681,43.71328773451359,0
2003.10.22.12.34.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.34.13,1st_test,ch0,0.1254834547345162,5.31544179593914,0.887772516955355,0.4956585264095832,75.10861100147073,0
2003.10.22.12.34.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.34.13,1st_test,ch1,0.118342742024358,4.22501618132916,1.0375284233781557,0.5478976883148474,60.45944626037094,0
2003.10.22.12.34.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.34.13,1st_test,ch2,0.13157663299979408,4.544879940774826,0.12525238712825182,0.627625037077965,38.101907896335,1
2003.10.22.12.34.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.34.13,1st_test,ch3,0.12223013362672173,3.796117914860604,0.20562393792755262,0.6811797637830902,23.08382595254912,1
2003.10.22.12.34.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.34.13,1st_test,ch4,0.13103284248823602,3.876890635580395,0.24683324704212461,0.659022247122127,29.297346613710506,1
2003.10.22.12.34.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.34.13,1st_test,ch5,0.13300252765748946,4.481117844093527,0.43614816982100724,0.6327373904065596,36.66827643300662,1
2003.10.22.12.34.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.34.13,1st_test,ch6,0.06614774353376973,5.019067654597898,0.6141699717411471,0.5991110366498495,46.09794524580023,0
2003.10.22.12.34.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.34.13,1st_test,ch7,0.11268439142273655,4.135444085132085,1.2382990764083406,0.5973498392312651,46.59182895651581,0
2003.10.22.12.39.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.39.13,1st_test,ch0,0.12507391310834717,4.821149230957705,0.8999733663421345,0.46554344577371043,83.55363119965942,0
2003.10.22.12.39.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.39.13,1st_test,ch1,0.11872070732461229,4.253680856322303,1.294179312944432,0.5949084010184539,47.27646916283358,0
2003.10.22.12.39.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.39.13,1st_test,ch2,0.13001018946695822,4.715015050040193,0.1390796366377054,0.6134558406512397,42.07530419776351,0
2003.10.22.12.39.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.39.13,1st_test,ch3,0.12213844003898303,4.814209185965641,0.33338788846662215,0.6456892312817457,33.036257010007574,1
2003.10.22.12.39.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.39.13,1st_test,ch4,0.13077409347952149,4.763940497838698,0.6912253541555415,0.5284962973562168,65.9000804894362,0
2003.10.22.12.39.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.39.13,1st_test,ch5,0.13356827425222934,4.529518730271179,0.7963561467427787,0.5213922862566422,67.89222249793545,0
2003.10.22.12.39.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.39.13,1st_test,ch6,0.11574464017186985,3.438604149665756,0.86831071211133,0.6120786345337064,42.4615071643192,0
2003.10.22.12.39.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.39.13,1st_test,ch7,0.11333266117869001,4.694145486944041,1.4840469161981078,0.6169057346543216,41.107867819627685,0
2003.10.22.12.44.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.44.13,1st_test,ch0,0.12539559920040305,5.550434021868068,0.938121025605863,0.48951926380259536,76.83021345523399,0
2003.10.22.12.44.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.44.13,1st_test,ch1,0.1191778157117024,4.858286725071166,1.6677801562015766,0.6401510682548879,34.58929613974393,1
2003.10.22.12.44.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.44.13,1st_test,ch2,0.13122485659463015,4.648509556994351,0.12418461267270864,0.6260029493738283,38.556781771331394,1
2003.10.22.12.44.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.44.13,1st_test,ch3,0.12252054116682842,3.909548516798229,0.23535063531188882,0.6720569439170606,25.642092322963038,1
2003.10.22.12.44.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.44.13,1st_test,ch4,0.1309602392993528,4.383009706354848,0.3423490093457824,0.6266212956503527,38.38338204320636,1
2003.10.22.12.44.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.44.13,1st_test,ch5,0.13209776634389725,5.246114443681277,0.6014933241286435,0.592610799863556,47.92077386834318,0
2003.10.22.12.44.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.44.13,1st_test,ch6,0.08290687605775682,4.679949582529452,0.8074034246027844,0.5240279885330729,67.153105799893,0
2003.10.22.12.44.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.44.13,1st_test,ch7,0.11284862280915028,4.475021381958569,1.515045089392843,0.6177241457593605,40.87836492053059,0
2003.10.22.12.49.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.49.13,1st_test,ch0,0.12482766323140276,5.00690298781274,0.9224247390251015,0.46722548132447095,83.08194645233972,0
2003.10.22.12.49.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.49.13,1st_test,ch1,0.1187240327282797,4.5062485471659555,1.5031285574404247,0.6161820576899095,41.31080490139476,0
2003.10.22.12.49.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.49.13,1st_test,ch2,0.12981735535726002,3.782236963963529,-0.01014613686645216,0.6644816202924944,27.76640212610775,1
2003.10.22.12.49.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.49.13,1st_test,ch3,0.12163743091503279,4.455865237520074,0.18646886252143968,0.6366377287355841,35.57452422405037,1
2003.10.22.12.49.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.49.13,1st_test,ch4,0.1310096320185681,4.083669206246532,0.4397247608665764,0.6335802563969626,36.43191577372814,1
2003.10.22.12.49.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.49.13,1st_test,ch5,0.13321766801108817,4.931778267882484,0.7637435809271151,0.5364098712258636,63.68091687579417,0
2003.10.22.12.49.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.49.13,1st_test,ch6,0.09949581664219294,3.980066834569698,0.9570075160365135,0.5854287206975742,49.93480811102282,0
2003.10.22.12.49.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.49.13,1st_test,ch7,0.11358674905351801,4.084983537800653,1.2208301067767149,0.6041782155542945,44.67698181843024,0
2003.10.22.12.54.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.54.13,1st_test,ch0,0.12513830668816506,4.451075092326043,0.6840056331829252,0.5215901818623772,67.83672763116849,0
2003.10.22.12.54.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.54.13,1st_test,ch1,0.11929895565474369,4.300121465273711,1.1281210604992138,0.5473856794074538,60.603026336309405,0
2003.10.22.12.54.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.54.13,1st_test,ch2,0.1302597883123256,4.590825823864973,0.042561144766776415,0.6085707087785764,43.44521709403894,0
2003.10.22.12.54.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.54.13,1st_test,ch3,0.12159138253445688,3.635126032645527,0.15447928706290392,0.6906700155681014,20.42252250198332,1
2003.10.22.12.54.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.54.13,1st_test,ch4,0.13050809193512436,3.555335099275678,0.25681166674330047,0.6763223838252547,24.445956519296953,1
2003.10.22.12.54.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.54.13,1st_test,ch5,0.13256058240597957,5.009030497176204,0.4706908082797554,0.6220860553518487,39.65517660977588,1
2003.10.22.12.54.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.54.13,1st_test,ch6,0.12915680933069065,3.0041002252042945,0.7561591371135377,0.5989748632989802,46.13613165188863,0
2003.10.22.12.54.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.54.13,1st_test,ch7,0.11358958662418456,4.102488739022144,1.3222388289687421,0.6215531665604512,39.804611926292324,1
2003.10.22.12.59.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.59.13,1st_test,ch0,0.12481685430718333,4.462538357397793,0.7326360745980649,0.49864640780896535,74.27073448795021,0
2003.10.22.12.59.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.59.13,1st_test,ch1,0.11883692275124082,4.13171250675743,1.1422035318723616,0.5802717342435543,51.38095581663802,0
2003.10.22.12.59.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.59.13,1st_test,ch2,0.13067727852632557,4.094055263693968,0.031121507880824684,0.6465021731521715,32.80828782079275,1
2003.10.22.12.59.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.59.13,1st_test,ch3,0.12231737323422981,4.749938497147685,0.2479108286865852,0.6446730994897113,33.32120572429162,1
2003.10.22.12.59.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.59.13,1st_test,ch4,0.1314210076433749,4.47417053437246,0.39249282742352554,0.6199453018125916,40.25549732938356,0
2003.10.22.12.59.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.59.13,1st_test,ch5,0.13386151819954642,4.781060371967211,0.5825936425241274,0.5938911060539647,47.56174405970346,0
2003.10.22.12.59.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.59.13,1st_test,ch6,0.09749973407415659,4.010267347997093,0.8080527095799268,0.5902170832017833,48.59203176075377,0
2003.10.22.12.59.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.12.59.13,1st_test,ch7,0.11384640060049109,4.743232962544162,1.5207373212445843,0.6221235932345368,39.644650050629934,1
2003.10.22.13.04.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.13.04.13,1st_test,ch0,0.12414192376601921,4.44652365010836,0.7467365630779397,0.5168943838048026,69.15354660045242,0
2003.10.22.13.04.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.13.04.13,1st_test,ch1,0.11833768592530552,4.520960468444261,1.4434270234603037,0.6032506704524687,44.93708861390463,0
2003.10.22.13.04.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.13.04.13,1st_test,ch2,0.12974504540305432,4.609039197895363,0.16629485106501551,0.6105687359719487,42.884920403866374,0
2003.10.22.13.04.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.13.04.13,1st_test,ch3,0.12176718889346023,4.754975500845625,0.36996236133826343,0.6449639497444206,33.23964405406509,1
2003.10.22.13.04.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.13.04.13,1st_test,ch4,0.1297513133664261,4.192635788275346,0.4049815826149077,0.6254075223846673,38.72375435927861,1
2003.10.22.13.04.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.13.04.13,1st_test,ch5,0.132309050387542,5.92552057246036,0.8065066622033141,0.591239354774101,48.30536129884664,0
2003.10.22.13.04.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.13.04.13,1st_test,ch6,0.109272176444518,3.7063414784451454,0.7884789410583464,0.618932394204632,40.53954190198643,0
2003.10.22.13.04.13,C:\Users\fguls\OneDrive\Masaüstü\IMS_ETIMADEN\data\raw\ims\1st_test\1st_test\2003.10.22.13.04.13,1st_test,ch7,0.11356828140381285,3.8919317483065186,1.4146504746867858,0.6455058603436711,33.08767879746766,1
